os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Custom APU 0405,AMD Custom GPU 0405,15174256,5.13.0-valve36-1-neptune,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
80.2633,12459,54.2714,99,70,71,1317,687,0.929195,6,6.87113,60589112
82.3723,12140,54.2714,99,70,71,1317,687,0.929195,6,6.87113,72729064
81.1886,12317,54.2714,99,70,71,1317,687,0.929195,6,6.87113,85045917
84.969,11769,54.2714,99,70,71,1317,687,0.929195,6,6.87113,96815749
70.4771,14189,54.2714,99,70,71,1317,687,0.929195,6,6.87113,111005493
75.3466,13272,54.2714,99,70,71,1317,687,0.929195,6,6.87113,124278597
97.229,10285,54.2714,99,70,71,1317,687,0.929195,6,6.87113,134566137
69.8959,14307,54.2714,99,70,71,1317,687,0.929195,6,6.87113,148873122
82.5151,12119,54.2714,99,70,71,1317,687,0.929195,6,6.87113,160996585
75.5287,13240,54.2714,99,70,71,1317,687,0.929195,6,6.87113,174235968
82.2774,12154,54.2714,99,70,71,1317,687,0.929195,6,6.87113,186391121
80.5932,12408,54.2714,99,70,71,1317,687,0.929195,6,6.87113,198800223
80.186,12471,54.2714,99,70,71,1317,687,0.929195,6,6.87113,211271206
83.1117,12032,54.2714,99,70,71,1317,687,0.929195,6,6.87113,223305868
74.4103,13439,54.2714,99,70,71,1317,687,0.929195,6,6.87113,236743492
90.5879,11039,54.2714,99,70,71,1317,687,0.929195,6,6.87113,247784744
84.9979,11765,54.2714,99,70,71,1317,687,0.929195,6,6.87113,259550566
76.0977,13141,54.2714,99,70,71,1317,687,0.929195,6,6.87113,272690259
80.9782,12349,54.2714,99,70,71,1317,687,0.929195,6,6.87113,285040542
79.7703,12536,54.2714,99,70,71,1317,687,0.929195,6,6.87113,297578485
94.162,10620,54.2714,99,70,71,1317,687,0.929195,6,6.87113,308198205
80.2762,12457,54.2714,99,70,71,1317,687,0.929195,6,6.87113,320655878
80.9848,12348,54.2714,99,70,71,1317,687,0.929195,6,6.87113,333005141
86.326,11584,54.2714,99,70,71,1317,687,0.929195,6,6.87113,344592013
76.9408,12997,54.2714,99,70,71,1317,687,0.929195,6,6.87113,357590906
94.8767,10540,54.2714,99,70,71,1317,687,0.929195,6,6.87113,368129117
68.7758,14540,54.2714,99,70,71,1317,687,0.929195,6,6.87113,382669552
104.976,9526,54.2714,99,70,71,1317,687,0.929195,6,6.87113,392197342
86.0807,11617,54.2714,99,70,71,1317,687,0.929195,6,6.87113,403815004
72.0098,13887,54.2714,99,70,71,1317,687,0.929195,6,6.87113,417702488
86.1326,11610,54.2714,99,70,71,1317,687,0.929195,6,6.87113,429320590
80.3084,12452,54.2714,99,70,71,1317,687,0.929195,6,6.87113,441766772
84.2815,11865,54.2714,99,70,71,1317,687,0.929195,6,6.87113,453632775
81.4266,12281,54.2714,99,70,71,1317,687,0.929195,6,6.87113,465914697
76.2311,13118,54.2714,99,70,71,1317,687,0.929195,6,6.87113,479034131
103.21,9689,54.2714,99,70,71,1317,687,0.929195,6,6.87113,488723341
81.3471,12293,54.2714,99,70,71,1317,687,0.929195,6,6.87113,501016323
79.9233,12512,54.2714,99,70,71,1317,687,0.929195,6,6.87113,513531056
81.2216,12312,54.2714,99,70,71,1317,687,0.929195,6,6.87113,525845769
74.9232,13347,54.2714,99,70,71,1317,687,0.929195,6,6.87113,539190402
98.8338,10118,54.2714,99,70,71,1317,687,0.929195,6,6.87113,549318603
73.9317,13526,58.1218,99,71,71,1317,687,0.929195,6,6.87487,562836877
84.6024,11820,58.1218,99,71,71,1317,687,0.929195,6,6.87487,574657399
87.9275,11373,58.1218,99,71,71,1317,687,0.929195,6,6.87487,586033510
78.9827,12661,58.1218,99,71,71,1317,687,0.929195,6,6.87487,598693653
66.769,14977,58.1218,99,71,71,1317,687,0.929195,6,6.87487,613671229
87.1612,11473,58.1218,99,71,71,1317,687,0.929195,6,6.87487,625145100
73.9372,13525,58.1218,99,71,71,1317,687,0.929195,6,6.87487,638671404
90.0414,11106,58.1218,99,71,71,1317,687,0.929195,6,6.87487,649778486
72.448,13803,58.1218,99,71,71,1317,687,0.929195,6,6.87487,663582310
68.5119,14596,58.1218,99,71,71,1317,687,0.929195,6,6.87487,678178435
88.7548,11267,58.1218,99,71,71,1317,687,0.929195,6,6.87487,689445686
82.5764,12110,58.1218,99,71,71,1317,687,0.929195,6,6.87487,701558109
93.3707,10710,58.1218,99,71,71,1317,687,0.929195,6,6.87487,712267700
78.6782,12710,58.1218,99,71,71,1317,687,0.929195,6,6.87487,724977843
79.713,12545,58.1218,99,71,71,1317,687,0.929195,6,6.87487,737524526
92.2935,10835,58.1218,99,71,71,1317,687,0.929195,6,6.87487,748359127
72.0513,13879,58.1218,99,71,71,1317,687,0.929195,6,6.87487,762239261
86.9565,11500,58.1218,99,71,71,1317,687,0.929195,6,6.87487,773739893
87.0777,11484,58.1218,99,71,71,1317,687,0.929195,6,6.87487,785224635
81.8666,12215,58.1218,99,71,71,1317,687,0.929195,6,6.87487,797440077
73.3837,13627,58.1218,99,71,71,1317,687,0.929195,6,6.87487,811066791
78.9328,12669,58.1218,99,71,71,1317,687,0.929195,6,6.87487,823738384
92.0048,10869,58.1218,99,71,71,1317,687,0.929195,6,6.87487,834607305
90.1551,11092,58.1218,99,71,71,1317,687,0.929195,6,6.87487,845699517
71.8494,13918,58.1218,99,71,71,1317,687,0.929195,6,6.87487,859618751
82.4063,12135,58.1218,99,71,71,1317,687,0.929195,6,6.87487,871754433
71.8546,13917,58.1218,99,71,71,1317,687,0.929195,6,6.87487,885672718
90.6783,11028,58.1218,99,71,71,1317,687,0.929195,6,6.87487,896702459
86.8885,11509,58.1218,99,71,71,1317,687,0.929195,6,6.87487,908212991
79.2079,12625,58.1218,99,71,71,1317,687,0.929195,6,6.87487,920840024
86.7453,11528,58.1218,99,71,71,1317,687,0.929195,6,6.87487,932366815
70.917,14101,58.1218,99,71,71,1317,687,0.929195,6,6.87487,946469260
91.0084,10988,58.1218,99,71,71,1317,687,0.929195,6,6.87487,957456971
83.8926,11920,58.1218,99,71,71,1317,687,0.929195,6,6.87487,969377553
81.7327,12235,58.1218,99,71,71,1317,687,0.929195,6,6.87487,981613436
78.9889,12660,58.1218,99,71,71,1317,687,0.929195,6,6.87487,994273399
81.3471,12293,58.1218,99,71,71,1317,687,0.929195,6,6.87487,1006567101
88.3002,11325,58.1218,99,71,71,1317,687,0.929195,6,6.87487,1017895593
87.0853,11483,58.1218,99,71,71,1317,687,0.929195,6,6.87487,1029376685
61.5157,16256,58.1218,99,71,71,1317,687,0.929195,6,6.87487,1045632561
99.7009,10030,58.1218,99,71,71,1317,687,0.929195,6,6.87487,1055670222
83.626,11958,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1067623204
92.302,10834,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1078457665
81.314,12298,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1090756218
77.9849,12823,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1103579471
86.6701,11538,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1115120503
65.4151,15287,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1130406608
107.504,9302,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1139710118
76.063,13147,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1152856141
82.0008,12195,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1165052114
83.2224,12016,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1177068996
80.5932,12408,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1189478289
86.2441,11595,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1201075461
82.8432,12071,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1213147263
87.9353,11372,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1224520275
75.1823,13301,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1237821429
80.3213,12450,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1250272201
89.5015,11173,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1261448373
77.3276,12932,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1274380536
82.96,12054,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1286435578
78.064,12810,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1299245901
71.8184,13924,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1313171316
114.797,8711,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1321881825
74.2335,13471,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1335353159
80.88,12364,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1347717161
82.905,12062,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1359779924
81.706,12239,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1372021936
88.6211,11284,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1383305178
84.1538,11883,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1395189820
80.8538,12368,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1407559313
84.8752,11782,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1419340455
63.3794,15778,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1435120711
108.684,9201,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1444321460
91.954,10875,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1455199511
82.3249,12147,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1467347384
75.3125,13278,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1480624907
84.9329,11774,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1492399080
89.5255,11170,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1503588871
76.9112,13002,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1516573824
83.4516,11983,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1528558057
78.964,12664,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1541222560
85.2515,11730,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1552953942
95.9693,10420,61.1111,99,71,72,1600,687,0.929195,9,6.78239,1563378512
78.5484,12731,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1576105705
89.9281,11120,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1587228347
75.8725,13180,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1600408120
75.9244,13171,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1613580674
92.7214,10785,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1624365725
80.2568,12460,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1636828408
93.188,10731,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1647558149
79.4597,12585,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1660143701
85.8443,11649,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1671797263
77.6277,12882,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1684676457
86.8432,11515,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1696192878
80.7559,12383,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1708575791
86.1401,11609,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1720186143
83.5631,11967,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1732153545
75.9648,13164,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1745320549
86.9943,11495,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1756817081
82.7678,12082,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1768898113
90.4323,11058,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1779959244
80.5997,12407,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1792367947
70.9471,14095,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1806460791
92.9368,10760,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1817220473
84.1964,11877,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1829097875
88.308,11324,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1840425876
72.4638,13800,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1854225750
103.391,9672,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1863898390
83.0013,12048,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1875946363
73.6648,13575,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1889522197
81.493,12271,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1901794199
85.4555,11702,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1913499231
82.3316,12146,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1925645194
86.8357,11516,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1937163865
79.783,12534,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1949696988
78.4868,12741,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1962439141
86.7528,11527,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1973966623
82.9738,12052,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1986019686
89.5736,11164,60.7407,99,73,72,1600,687,0.929195,9,6.7813,1997184437
81.706,12239,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2009424020
84.4452,11842,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2021267042
77.4953,12904,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2034171575
96.3855,10375,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2044548006
75.8323,13187,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2057734929
89.3655,11190,60.7407,99,73,72,1600,687,0.929195,9,6.7813,2068943401
